name,lon,lat
溧阳,119.4840909,31.415647999999997
汉阴,108.5276805,32.869200000000006
榆林,109.74776725000001,38.26938475
铜川新区,108.966464,34.866757750000005
沈集,112.35121799999999,30.872352499999998
鸬鹚渡,nan,nan
蓝田,109.38396424999999,34.1455635
日照机场,119.37288749999999,35.3955895
纸坊,nan,nan
赣州,114.916753625,25.83295825
双城,126.4153915,45.3886155
神山,113.19984174999999,23.332935499999998
江召板桥,nan,nan
白鹿塬,109.292352,34.17424
高陵,109.07980574999999,34.541177000000005
三十家子,119.07211366666665,40.998827
乾县,108.29399925,34.530196000000004
垫江,107.3839525,30.310111
北皋,116.520153,40.017747
西张堡,108.530852,34.4922105
长底,104.48311799999999,25.0299225
草市主线,125.257911,42.29805
陈食,106.00217749999999,29.3034775
洛,nan,nan
马额,nan,nan
拉林河,126.144676,45.166582
烟霞,108.55157750000001,34.5774595
老县镇,109.14292499999999,32.5503015
合徐高速公路淮南连接线,nan,nan
巴山,nan,nan
海伦,126.8962705,47.446729000000005
德兴,117.69072800000001,28.9158825
蒙自,103.33241266666668,23.411953666666665
华州,109.72900275,34.495948250000005
胡家坝,nan,nan
白花B,nan,nan
乾坤湾,110.286599,36.78621699999999
大耿家,nan,nan
烟霞,108.55157750000001,34.5774595
蒙自,103.33241266666668,23.411953666666665
龙驹,108.6444135,30.614900499999997
二匝,nan,nan
天竺,116.58784399999999,40.0508945
嵩坪,nan,nan
仁沐新钟祥,nan,nan
四十里铺,nan,nan
禹门口,110.53508450000001,35.5767135
留坝,106.984871,33.558670000000006
陕川界,nan,nan
蓝关,109.332952,34.1242615
盛泽主线,120.682029,30.884882
宜良,103.16236266666668,24.912416333333336
隆坊,109.180734,35.7074925
龙亭,nan,nan
阿房宫,108.80677800000001,34.2525055
东坑,nan,nan
咸阳,108.70384119999999,34.333068299999994
来凤,109.451683,29.552024
王家砭,110.2398555,38.252621
仁寿,104.18649171428572,29.974598357142856
府谷,110.97979124999999,38.96345125
褒城,106.972488,33.169953
潘家花园,nan,nan
新华,nan,nan
井研,104.06071025,29.57644775
谢边,113.10668100000001,23.06649
白坪,nan,nan
乾陵,108.2571235,34.589208
汉村,109.94009349999999,34.902176
魏家楼,109.534634,37.550793999999996
石林,103.330026,24.842859
南寨,nan,nan
铜川,108.956217625,34.969560375
汉中,107.02613199999999,33.09398625
寺村,109.85373150000001,24.016985
靖边,108.83091733333333,37.593774
谭家,nan,nan
青曼,107.8732235,26.443692
灞桥,109.0760195,34.300818500000005
卤阳湖,109.6444525,34.845502499999995
陕西南郑,106.9341625,32.8066665
宁马,nan,nan
眉县,107.72000600000001,34.302952000000005
仁沐新慈航,nan,nan
王则湾,109.69730799999999,38.402334499999995
阎村,116.10641288888888,39.72457833333333
锦界,110.11135625,38.72593325
张家渠,110.300669,39.339619
化子坪,109.1046975,37.072051
朝阳,120.44141883333334,41.5737045
潘桥,120.5645515,27.919471
青化砭,109.6409425,36.7420155
虢镇,107.3949115,34.3486385
五桥,nan,nan
秀山,109.02201025000001,28.4241515
志丹,108.77190949999999,36.867741249999995
坪头,nan,nan
太峪,108.0702845,34.9384995
坡头三,nan,nan
师宗,104.0343135,24.840788500000002
莲花,113.9433785,27.058764500000002
恒口,108.7425055,32.734908000000004
宝鸡,107.13289175,34.362977
华莲黄河大桥,111.169573,39.175142
花石崖,nan,nan
